movie_id,genre,company_name,company_country,movie_country,lang,adult,belongs_to_collection,budget,imdb_id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,title,video,vote_average,vote_count
752623,Adventure,3dot Productions,US,US,English,False,FALSE,74000000,tt13320622,en,The Lost City,"Reclusive author Loretta Sage writes about exotic places in her popular adventure novels that feature a handsome cover model named Alan. While on tour promoting her new book with Alan, Loretta gets kidnapped by an eccentric billionaire who hopes she can lead him to the ancient city's lost treasure that featured in her latest story. Alan, determined to prove he can be a hero in real life and not just on the pages of her books, sets off to rescue her.",56.417,3/24/2022,192907684,112,Released,The Lost City,False,6.497,3625
753342,Romance,Scott Free Productions,US,US,French,False,FALSE,165000000,tt13287846,en,Napoleon,"An epic that details the checkered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive, volatile relationship with his wife, Josephine.",75.988,11/22/2023,220597098,158,Released,Napoleon,False,6.4,2602
755566,Action,Impossible Dream Entertainment,US,US,English,False,FALSE,0,tt13314558,en,Day Shift,An LA vampire hunter has a week to come up with the cash to pay for his kid's tuition and braces. Trying to make a living these days just might kill him.,34.002,8/12/2022,0,113,Released,Day Shift,False,6.784,1967
755812,Animation,Norman Studio,FR,FR,French,False,Miraculous World,0,tt12816348,fr,"Miraculous World : New York, les héros unis","Marinette’s class is headed to New York, the city of superheroes, for French-American Friendship Week. The whole class is there...except Adrien, whose father refuses to let him go!",44.658,9/25/2020,0,61,Released,"Miraculous World: New York, United HeroeZ",False,8.083,1099
756999,Horror,Crooked Highway,US,US,Portuguese,False,The Black Phone Collection,16000000,tt7144666,en,The Black Phone,"Finney Blake, a shy but clever 13-year-old boy, is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.",56.138,6/17/2022,161440742,103,Released,The Black Phone,False,7.584,4993
758009,Romance,Mandeville Films,US,US,English,False,FALSE,0,tt9686790,en,Shotgun Wedding,"Darcy and Tom gather their families for the ultimate destination wedding but when the entire party is taken hostage, “’Til Death Do Us Part” takes on a whole new meaning. Now, Darcy and Tom must save their loved ones—if they don’t kill each other first.",37.755,12/28/2022,4495365,101,Released,Shotgun Wedding,False,6.303,1180
758323,Thriller,Loyola Productions,US,US,Italian,False,The Pope's Exorcist Collection,18000000,tt13375076,en,The Pope's Exorcist,"Father Gabriele Amorth, Chief Exorcist of the Vatican, investigates a young boy's terrifying possession and ends up uncovering a centuries-old conspiracy the Vatican has desperately tried to keep hidden.",64.343,4/5/2023,76987621,103,Released,The Pope's Exorcist,False,7.0,2784
758330,Romance,Genesius Pictures,GB,GB,English,False,FALSE,0,tt13352968,en,"Good Luck to You, Leo Grande","Nancy Stokes, a retired schoolteacher, is pretty sure she has never had good sex. Now that her husband has died, she is determined to take a tour of sexual vistas that until now she has only imagined. She even has a plan; it involves an anonymous hotel room, and a sex worker who calls himself Leo Grande.",47.706,6/16/2022,7589829,97,Released,"Good Luck to You, Leo Grande",False,6.9,532
758679,Drama,Versus Production,BE,US,English,False,FALSE,0,tt13397574,en,Mothers' Instinct,"Housewives Alice and Celine are best friends and neighbours who seem to have it all. However, when a tragic accident shatters the harmony of their lives, guilt, suspicion and paranoia begin to unravel their sisterly bond.",33.032,1/11/2024,2681023,94,Released,Mothers' Instinct,False,6.906,437
760104,Thriller,A24,US,US,English,False,X Collection,1000000,tt13560574,en,X,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",63.121,3/17/2022,15113105,106,Released,X,False,6.752,3363
760161,Horror,Entertainment One,CA,US,Estonian,False,Orphan Collection,10000000,tt11851548,en,Orphan: First Kill,"After escaping from an Estonian psychiatric facility, Leena Klammer travels to America by impersonating Esther, the missing daughter of a wealthy family. But when her mask starts to slip, she is put against a mother who will protect her family from the murderous “child” at any cost.",43.281,7/27/2022,9572765,99,Released,Orphan: First Kill,False,6.6,2132
760741,Action,dentsu,JP,US,English,False,FALSE,0,tt13223398,en,Beast,"A recently widowed man and his two teenage daughters travel to a game reserve in South Africa. However, their journey of healing soon turns into a fight for survival when a bloodthirsty lion starts to stalk them.",42.55,8/11/2022,56000000,92,Released,Beast,False,6.6,1563
761053,Drama,PassionFlix,US,US,English,False,Gabriel's Inferno Collection,0,tt13535456,en,Gabriel's Inferno: Part III,The final part of the film adaption of the erotic romance novel Gabriel's Inferno written by an anonymous Canadian author under the pen name Sylvain Reynard.,31.979,11/19/2020,0,102,Released,Gabriel's Inferno: Part III,False,8.4,1056
762430,Action,TF1 Films Production,FR,US,German,False,FALSE,20000000,tt6906292,en,Retribution,"When a mysterious caller puts a bomb under his car seat, Matt Turner begins a high-speed chase across the city to complete a specific series of tasks- all with his kids trapped in the back seat.",55.983,8/23/2023,16700000,91,Released,Retribution,False,6.624,1174
762441,Horror,Platinum Dunes,US,US,English,False,FALSE,67000000,tt13433802,en,A Quiet Place: Day One,"As New York City is invaded by alien creatures who hunt by sound, a woman named Sam fights to survive with her cat.",214.249,6/26/2024,261786322,99,Released,A Quiet Place: Day One,False,6.8,2450
762504,Mystery,Monkeypaw Productions,US,US,Spanish,False,FALSE,68000000,tt10954984,en,Nope,"Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.",40.58,7/20/2022,170823080,130,Released,Nope,False,6.8,4201
762975,Romance,Alloy Entertainment,US,US,English,False,FALSE,0,tt4614584,en,Purple Hearts,"An aspiring musician agrees to a marriage of convenience with a soon-to-deploy Marine, but a tragedy soon turns their fake relationship all too real.",49.188,7/29/2022,0,122,Released,Purple Hearts,False,8.105,2587
763215,Adventure,PCMA Productions,US,US,English,False,FALSE,60000000,tt13452446,en,Damsel,A young woman's marriage to a charming prince turns into a fierce fight for survival when she's offered up as a sacrifice to a fire-breathing dragon.,93.042,3/7/2024,5000,107,Released,Damsel,False,7.038,2298
763285,Crime,New Republic Pictures,US,US,English,False,FALSE,40000000,tt4998632,en,Ambulance,"Decorated veteran Will Sharp, desperate for money to cover his wife's medical bills, asks for help from his adoptive brother Danny. A charismatic career criminal, Danny instead offers him a score: the biggest bank heist in Los Angeles history: $32 million.",49.329,3/16/2022,52303589,136,Released,Ambulance,False,6.648,2162
766507,Action,20th Century Studios,US,US,English,False,Predator Collection,65000000,tt11866324,en,Prey,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.",93.786,8/2/2022,0,100,Released,Prey,False,7.705,6813
766680,Comedy,Frameline,US,US,Spanish,False,FALSE,0,tt0338424,en,Sexo,This film skewers the audience's prejudices when the subtitles abandon their usual chore of translating what is said and start talking directly to the audience.,32.931,8/21/2001,0,10,Released,Sexo,False,5.3,25
